1,0,10000,5,0
1001,0.56001,6927,5,2935
2001,1.1045,6462,5,3317
3001,1.6186,6075,5,3618
4001,2.1152,5708,5,3943
5001,2.6586,5422,5,4191
6001,3.162,5140,5,4376
7001,3.6614,4893,5,4578
8001,4.1352,4644,5,4779
9001,4.6368,4490,5,4921
10001,5.1587,4331,5,5062
11001,5.6598,4151,5,5239
12001,6.1309,4015,5,5353
13001,6.5958,3859,5,5492
14001,7.0626,3721,5,5606
15001,7.5313,3625,5,5693
16001,8.0043,3512,5,5775
17001,8.4707,3379,5,5863
18001,8.9424,3296,5,5945
19001,9.399,3209,5,6003
20001,9.8831,3120,5,6067
21001,10.332,3052,5,6096
22001,10.774,2953,5,6176
23001,11.207,2878,5,6257
24001,11.634,2804,5,6318
25001,12.071,2735,5,6387
26001,12.516,2673,5,6473
27001,12.961,2630,5,6532
28001,13.406,2579,5,6584
29001,13.841,2540,5,6629
30001,14.272,2490,5,6695
31001,14.711,2458,5,6722
32001,15.13,2395,5,6764
33001,15.545,2362,5,6777
34001,15.961,2358,5,6798
35001,16.359,2320,5,6822
36001,16.776,2305,5,6856
37001,17.181,2266,5,6910
38001,17.6,2231,5,6934
39001,18.004,2197,5,6953
40001,18.425,2166,5,6973
41001,18.823,2143,5,7009
42001,19.224,2102,4,7065
43001,19.653,2086,4,7076
44001,20.061,2070,4,7095
45001,20.45,2056,4,7095
46001,20.867,2002,4,7141
47001,21.273,2007,4,7135
48001,21.655,2009,4,7147
49001,22.048,1994,3,7158
50001,22.445,1977,3,7171
51001,22.826,1956,3,7169
52001,23.203,1927,3,7192
53001,23.579,1925,2,7216
54001,23.975,1910,3,7236
55001,24.38,1895,3,7238
56001,24.775,1873,3,7251
57001,25.163,1863,3,7286
58001,25.568,1839,3,7321
59001,25.944,1833,3,7313
60001,26.316,1822,3,7310
61001,26.71,1830,3,7294
62001,27.093,1832,4,7310
63001,27.476,1824,4,7339
64001,27.863,1828,4,7343
65001,28.259,1813,4,7373
66001,28.668,1811,4,7361
67001,29.031,1805,4,7369
68001,29.403,1804,4,7370
69001,29.793,1777,5,7392
70001,30.148,1767,5,7412
71001,30.513,1756,5,7433
72001,30.881,1743,5,7452
73001,31.254,1722,5,7483
74001,31.621,1736,5,7473
75001,32.011,1744,5,7476
76001,32.397,1752,5,7473
77001,32.767,1738,5,7490
78001,33.133,1737,5,7494
79001,33.504,1719,5,7513
80001,33.864,1734,5,7519
81001,34.248,1715,4,7515
82001,34.64,1705,3,7510
83001,35.012,1700,3,7510
84001,35.377,1708,3,7515
85001,35.74,1697,3,7523
86001,36.107,1684,3,7542
87001,36.48,1681,3,7560
88001,36.83,1686,3,7556
89001,37.185,1669,3,7585
90001,37.565,1668,3,7570
91001,37.925,1671,3,7570
92001,38.287,1676,2,7565
93001,38.652,1659,2,7602
94001,39.021,1680,2,7586
95001,39.383,1672,2,7590
96001,39.74,1667,2,7605
97001,40.097,1663,2,7624
98001,40.462,1667,2,7629
99001,40.815,1658,2,7643
1e+05,41.154,1656,2,7640
1.01e+05,41.518,1649,2,7667
1.02e+05,41.882,1673,2,7658
1.03e+05,42.234,1683,2,7659
1.04e+05,42.571,1668,2,7695
1.05e+05,42.928,1673,2,7687
1.06e+05,43.268,1672,2,7686
1.07e+05,43.621,1686,2,7657
1.08e+05,43.991,1688,2,7671
1.09e+05,44.349,1692,2,7660
1.1e+05,44.701,1697,2,7658
1.11e+05,45.046,1679,2,7687
1.12e+05,45.401,1663,2,7689
1.13e+05,45.762,1678,2,7685
1.14e+05,46.125,1668,2,7688
1.15e+05,46.477,1672,2,7700
1.16e+05,46.822,1650,2,7722
1.17e+05,47.171,1654,2,7705
1.18e+05,47.546,1647,2,7712
1.19e+05,47.92,1652,2,7722
1.2e+05,48.266,1677,2,7688
1.21e+05,48.637,1665,2,7712
1.22e+05,48.993,1653,2,7717
1.23e+05,49.358,1654,2,7716
1.24e+05,49.697,1646,2,7719
1.25e+05,50.063,1652,2,7700
1.26e+05,50.411,1643,2,7707
1.27e+05,50.772,1646,2,7708
1.28e+05,51.125,1626,2,7709
1.29e+05,51.487,1614,2,7720
1.3e+05,51.821,1622,2,7711
1.31e+05,52.171,1614,2,7719
1.32e+05,52.511,1621,2,7713
1.33e+05,52.854,1627,3,7707
1.34e+05,53.196,1620,4,7720
1.35e+05,53.554,1635,4,7718
1.36e+05,53.911,1629,4,7710
1.37e+05,54.257,1623,4,7711
1.38e+05,54.594,1626,4,7722
1.39e+05,54.931,1625,4,7724
1.4e+05,55.298,1653,4,7708
1.41e+05,55.652,1640,4,7732
1.42e+05,56.002,1628,4,7740
1.43e+05,56.333,1649,4,7730
1.44e+05,56.69,1674,4,7700
1.45e+05,57.019,1678,4,7701
1.46e+05,57.383,1678,4,7701
1.47e+05,57.724,1678,3,7700
1.48e+05,58.079,1688,3,7702
1.49e+05,58.425,1690,3,7702
1.5e+05,58.771,1681,3,7703
1.51e+05,59.13,1675,3,7709
1.52e+05,59.473,1689,3,7676
1.53e+05,59.829,1691,3,7667
1.54e+05,60.167,1685,3,7655
1.55e+05,60.505,1695,3,7656
1.56e+05,60.875,1714,3,7642
1.57e+05,61.219,1712,2,7671
1.58e+05,61.565,1708,2,7683
1.59e+05,61.908,1715,2,7685
1.6e+05,62.248,1705,2,7721
1.61e+05,62.604,1696,2,7732
1.62e+05,62.965,1698,2,7734
1.63e+05,63.321,1704,2,7746
1.64e+05,63.666,1709,2,7746
1.65e+05,64,1701,2,7752
1.66e+05,64.343,1693,2,7775
