1,0,10000,5,0
1001,1.5696,9597,5,0
2001,3.2762,9311,5,0
3001,4.8875,9045,5,0
4001,6.565,8786,6,0
5001,8.3525,8510,6,0
6001,10.138,8258,6,0
7001,11.972,8044,8,0
8001,13.92,7768,8,0
9001,15.888,7538,8,0
10001,17.919,7278,8,0
11001,19.974,7007,9,0
12001,22.16,6754,8,0
13001,24.449,6498,8,0
14001,26.787,6218,8,0
15001,29.372,5965,9,0
16001,31.937,5651,9,0
17001,34.69,5398,10,0
18001,37.545,5151,11,0
19001,40.527,4907,11,0
20001,43.795,4661,11,0
21001,47.14,4385,11,0
22001,50.803,4165,11,0
23001,54.589,3947,11,0
24001,58.535,3721,11,0
25001,62.621,3456,12,0
26001,66.978,3153,13,0
27001,71.897,2858,16,0
28001,77.171,2661,19,0
29001,83.222,2393,23,0
30001,89.954,2127,29,0
31001,97.152,1901,33,0
32001,105.37,1665,37,0
33001,115.37,1411,49,0
34001,126.38,1165,55,0
35001,140.25,955,73,0
36001,157.11,700,110,0
37001,180.74,483,211,0
38001,209.37,294,430,0
39001,240.4,170,870,0
40001,265.95,116,1538,0
41001,283.01,85,2277,0
42001,296.66,48,3112,0
43001,307.1,38,3950,0
44001,315.77,25,4801,0
45001,323.16,16,5650,0
46001,329.32,10,6488,0
47001,334.9,6,7348,0
48001,340.09,6,8224,0
49001,344.54,6,9062,0
50001,348.73,4,9846,0
51001,352.2,2,10692,0
52001,355.79,1,11523,0
53001,358.95,2,12342,0
54001,362.12,3,13169,0
54980,365,1,13931,0
