1,0,1000,5,0
101,1.5518,942,6,0
201,3.2805,894,6,0
301,4.8709,854,6,0
401,6.7522,820,6,0
501,8.7504,794,6,0
601,10.92,770,6,0
701,12.721,740,6,0
801,14.839,713,7,0
901,16.869,667,7,0
1001,19.352,643,7,0
1101,21.745,610,8,0
1201,24.193,580,8,0
1301,27.074,542,10,0
1401,29.792,511,9,0
1501,33.429,482,10,0
1601,37.46,438,10,0
1701,40.739,415,11,0
1801,44.926,402,12,0
1901,48.634,364,12,0
2001,52.913,330,14,0
2101,58.121,296,16,0
2201,63.402,265,19,0
2301,68.563,242,22,0
2401,74.308,222,28,0
2501,81.468,183,29,0
2601,90.159,135,35,0
2701,99.442,123,39,0
2801,110.44,91,49,0
2901,123.11,92,72,0
3001,136.65,62,102,0
3101,149.11,47,141,0
3201,164.6,28,192,0
3301,180.45,24,260,0
3401,192.37,15,331,0
3501,202.77,8,416,0
3601,210.7,6,504,0
3701,216.1,3,585,0
3801,222.04,2,670,0
3901,227.52,2,760,0
4001,232.21,2,854,0
4101,236.63,2,938,0
4201,241.77,2,1028,0
4301,245.04,1,1105,0
4401,248.02,1,1191,0
4501,251.19,1,1269,0
4601,253.79,1,1353,0
4701,256.54,1,1437,0
4801,259.4,0,1516,0
4901,262.06,0,1600,0
5001,264.39,0,1678,0
5101,266.68,0,1768,0
5201,268.68,0,1856,0
5301,270.76,0,1928,0
5401,272.91,0,2008,0
5501,275.05,0,2090,0
5601,277.04,0,2172,0
5701,278.96,0,2260,0
5801,280.66,0,2338,0
5901,282.23,0,2420,0
6001,283.89,0,2486,0
6101,285.18,0,2570,0
6201,286.89,0,2650,0
6301,288.46,0,2730,0
6401,289.76,0,2800,0
6501,291.06,0,2878,0
6601,292.69,0,2950,0
6701,293.93,0,3018,0
6801,295.4,0,3090,0
6901,296.56,0,3166,0
7001,297.78,0,3240,0
7101,298.92,0,3316,0
7201,300.16,0,3396,0
7301,301.34,0,3464,0
7401,302.54,0,3538,0
7501,303.59,0,3620,0
7601,304.64,0,3690,0
7701,305.71,0,3758,0
7801,306.87,0,3836,0
7901,308.01,0,3920,0
8001,309,0,4006,0
8026,309.18,0,4019,0
